x, y
15.469387755102039, 231.07049608355092
15.020408163265305, 225.84856396866843
14.285714285714285, 225.84856396866843
13.510204081632653, 225.84856396866843
12.979591836734693, 220.6266318537859
12.489795918367346, 208.87728459530027
11.959183673469386, 215.40469973890342
11.510204081632653, 215.40469973890342
10.979591836734693, 204.9608355091384
10.530612244897958, 206.266318537859
9.959183673469386, 197.12793733681463
9.510204081632653, 190.6005221932115
8.489795918367346, 174.93472584856397
7.999999999999999, 160.5744125326371
7.551020408163264, 154.04699738903395
